,label
86,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
87,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
88,http://kr.battle.net/sc2/en/profile/2343484/1/herO/
89,http://kr.battle.net/sc2/en/profile/2344333/1/Leenock/
90,http://kr.battle.net/sc2/en/profile/2344333/1/Leenock/
91,http://eu.battle.net/sc2/en/profile/2910724/1/Lilbow/
92,http://xx.battle.net/sc2/en/profile/404/1/sOs/
93,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
94,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
95,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
96,http://us.battle.net/sc2/en/profile/4819996/1/iGXiGua/
97,http://kr.battle.net/sc2/en/profile/2334376/1/INnoVation/
98,http://kr.battle.net/sc2/en/profile/2343479/1/True/
99,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
100,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
101,http://kr.battle.net/sc2/en/profile/2343852/1/flash/
102,http://us.battle.net/sc2/en/profile/5087767/1/OzOz/
103,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
104,http://kr.battle.net/sc2/en/profile/2342120/1/Soulkey/
105,http://us.battle.net/sc2/en/profile/2735594/1/coLqxc/
106,http://eu.battle.net/sc2/en/profile/1058669/1/EmpireHappy/
107,http://xx.battle.net/sc2/en/profile/404/1/sOs/
108,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
109,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
110,http://eu.battle.net/sc2/en/profile/1173786/1/VPbenQsLivko/
111,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
112,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
113,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
114,http://kr.battle.net/sc2/en/profile/2343531/1/DREAM/
115,http://us.battle.net/sc2/en/profile/789884/1/SeleCT/
116,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
117,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
118,http://us.battle.net/sc2/en/profile/5393959/1/Sen/
119,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
120,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
121,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
122,http://eu.battle.net/sc2/en/profile/3585588/1/llllllllll/
123,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
124,http://eu.battle.net/sc2/en/profile/2115876/1/FireCake/
125,http://us.battle.net/sc2/en/profile/4609532/1/aLive/
126,http://eu.battle.net/sc2/en/profile/2910724/1/Lilbow/
127,http://eu.battle.net/sc2/en/profile/2526293/1/Krr/
128,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
129,http://kr.battle.net/sc2/en/profile/2342766/1/ByuL/
130,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
131,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
132,http://eu.battle.net/sc2/en/profile/4085747/1/Alicia/
133,http://kr.battle.net/sc2/en/profile/2343479/1/True/
134,http://xx.battle.net/sc2/en/profile/410/1/STBomber/
135,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
136,http://kr.battle.net/sc2/en/profile/2343979/1/Pet/
137,http://eu.battle.net/sc2/en/profile/3880481/1/AllianceNani/
138,http://us.battle.net/sc2/en/profile/443514/1/desRow/
139,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
140,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
141,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
142,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
143,http://kr.battle.net/sc2/en/profile/2342983/1/Super/
144,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
145,http://us.battle.net/sc2/en/profile/2821952/1/KingkOng/
146,http://kr.battle.net/sc2/en/profile/2334176/1/GuMiho/
147,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
148,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
149,http://kr.battle.net/sc2/en/profile/2342983/1/Super/
150,http://kr.battle.net/sc2/en/profile/2344780/1/Sleep/
151,http://us.battle.net/sc2/en/profile/4580578/1/ZooCourage/
152,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
153,http://eu.battle.net/sc2/en/profile/3880481/1/AllianceNani/
154,http://kr.battle.net/sc2/en/profile/2345126/1/RorO/
155,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
156,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
157,http://eu.battle.net/sc2/en/profile/2383348/1/Bunny/
158,http://eu.battle.net/sc2/en/profile/3746323/1/HyuN/
159,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
160,http://eu.battle.net/sc2/en/profile/3746323/1/HyuN/
161,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
162,http://eu.battle.net/sc2/en/profile/2910724/1/Lilbow/
163,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
164,http://us.battle.net/sc2/en/profile/4174681/1/AxAlicia/
165,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
166,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
167,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
168,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
169,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
170,http://kr.battle.net/sc2/en/profile/2334376/1/INnoVation/
171,http://kr.battle.net/sc2/en/profile/2344081/1/BravO/
172,http://xx.battle.net/sc2/en/profile/413/1/Maru/
173,http://kr.battle.net/sc2/en/profile/2343484/1/herO/
174,http://kr.battle.net/sc2/en/profile/2342294/1/Impact/
175,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
176,http://eu.battle.net/sc2/en/profile/2639840/1/Miniraser/
177,http://eu.battle.net/sc2/en/profile/2048063/1/AcerBly/
178,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
179,http://xx.battle.net/sc2/en/profile/405/1/MMA/
180,http://kr.battle.net/sc2/en/profile/2344230/1/YongHwa/
181,http://kr.battle.net/sc2/en/profile/2344602/1/Choya/
182,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
183,http://eu.battle.net/sc2/en/profile/326029/1/LiquidTLO/
184,http://kr.battle.net/sc2/en/profile/2342785/1/FanTaSy/
185,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
186,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
187,http://us.battle.net/sc2/en/profile/4580957/1/iGJim/
188,http://us.battle.net/sc2/en/profile/4167590/1/AxHeart/
189,http://eu.battle.net/sc2/en/profile/4085747/1/Alicia/
190,http://eu.battle.net/sc2/en/profile/4854541/1/ZooToodming/
191,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
192,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
193,http://kr.battle.net/sc2/en/profile/2344079/1/Curious/
194,http://us.battle.net/sc2/en/profile/2735594/1/coLqxc/
195,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
196,http://us.battle.net/sc2/en/profile/5087767/1/OzOz/
197,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
198,http://us.battle.net/sc2/en/profile/4176016/1/iaguz/
199,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
200,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
201,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
202,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
203,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
204,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
205,http://us.battle.net/sc2/en/profile/4819996/1/iGXiGua/
206,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
207,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
208,http://kr.battle.net/sc2/en/profile/2342983/1/Super/
209,http://kr.battle.net/sc2/en/profile/2342789/1/sKyHigh/
210,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
211,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
212,http://us.battle.net/sc2/en/profile/789884/1/SeleCT/
213,http://us.battle.net/sc2/en/profile/4167590/1/AxHeart/
214,http://us.battle.net/sc2/en/profile/4629528/1/IMNesTea/
215,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
216,http://xx.battle.net/sc2/en/profile/413/1/Maru/
217,http://kr.battle.net/sc2/en/profile/2344780/1/Sleep/
218,http://us.battle.net/sc2/en/profile/3085708/1/SadArthur/
219,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
220,http://eu.battle.net/sc2/en/profile/4149248/1/JJAKJI/
221,http://kr.battle.net/sc2/en/profile/2342120/1/Soulkey/
222,http://eu.battle.net/sc2/en/profile/251061/1/roxkisLZ/
223,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
224,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
225,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
226,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
227,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
228,http://kr.battle.net/sc2/en/profile/2343979/1/Pet/
229,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
230,http://kr.battle.net/sc2/en/profile/2344252/1/Reality/
231,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
232,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
233,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
234,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
235,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
236,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
237,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
238,http://eu.battle.net/sc2/en/profile/2910724/1/Lilbow/
239,http://us.battle.net/sc2/en/profile/4629528/1/IMNesTea/
240,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
241,http://kr.battle.net/sc2/en/profile/2343979/1/Pet/
242,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
243,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
244,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
245,http://eu.battle.net/sc2/en/profile/377903/1/Starbuck/
246,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
247,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
248,http://eu.battle.net/sc2/en/profile/2115876/1/FireCake/
249,http://eu.battle.net/sc2/en/profile/2898004/1/MMA/
250,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
251,http://eu.battle.net/sc2/en/profile/3311551/1/CMRevival/
252,http://kr.battle.net/sc2/en/profile/2342120/1/Soulkey/
253,http://eu.battle.net/sc2/en/profile/2898004/1/MMA/
254,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
255,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
256,http://kr.battle.net/sc2/en/profile/2342120/1/Soulkey/
257,http://kr.battle.net/sc2/en/profile/2344230/1/YongHwa/
258,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
259,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
260,http://us.battle.net/sc2/en/profile/3949344/1/WinDy/
261,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
262,http://kr.battle.net/sc2/en/profile/2343979/1/Pet/
263,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
264,http://kr.battle.net/sc2/en/profile/2342120/1/Soulkey/
265,http://kr.battle.net/sc2/en/profile/2344031/1/Cure/
266,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
267,http://us.battle.net/sc2/en/profile/4408675/1/TheStC/
268,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
269,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
270,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
271,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
272,http://us.battle.net/sc2/en/profile/4174681/1/AxAlicia/
273,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
274,http://kr.battle.net/sc2/en/profile/2344333/1/Leenock/
275,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
276,http://kr.battle.net/sc2/en/profile/2343910/1/Journey/
277,http://kr.battle.net/sc2/en/profile/2343979/1/Pet/
278,http://kr.battle.net/sc2/en/profile/4529934/1/SpiderCheck/
279,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
280,http://eu.battle.net/sc2/en/profile/377903/1/Starbuck/
281,http://eu.battle.net/sc2/en/profile/1143713/1/uThermal/
282,http://kr.battle.net/sc2/en/profile/2343733/1/sOs/
283,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
284,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
285,http://eu.battle.net/sc2/en/profile/4149248/1/JJAKJI/
286,http://eu.battle.net/sc2/en/profile/284466/1/EGDeMusliM/
287,http://kr.battle.net/sc2/en/profile/2341920/1/CoCa/
288,http://eu.battle.net/sc2/en/profile/1139573/1/BabyKnight/
289,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
290,http://kr.battle.net/sc2/en/profile/2343733/1/sOs/
291,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
292,http://kr.battle.net/sc2/en/profile/2344079/1/Curious/
293,http://kr.battle.net/sc2/en/profile/2343531/1/DREAM/
294,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
295,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
296,http://kr.battle.net/sc2/en/profile/2343531/1/Action/
297,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
298,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
299,http://kr.battle.net/sc2/en/profile/2342923/1/Squirtle/
300,http://us.battle.net/sc2/en/profile/789884/1/SeleCT/
301,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
302,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
303,http://us.battle.net/sc2/en/profile/2575821/1/HuKRC/
304,http://xx.battle.net/sc2/en/profile/408/1/Polt/
305,http://us.battle.net/sc2/en/profile/4629528/1/IMNesTea/
306,http://eu.battle.net/sc2/en/profile/2115876/1/FireCake/
307,http://kr.battle.net/sc2/en/profile/2343852/1/flash/
308,http://xx.battle.net/sc2/en/profile/415/1/EGJD/
309,http://us.battle.net/sc2/en/profile/4174681/1/AxAlicia/
310,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
311,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
312,http://xx.battle.net/sc2/en/profile/404/1/sOs/
313,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
314,http://xx.battle.net/sc2/en/profile/404/1/sOs/
315,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
316,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
317,http://kr.battle.net/sc2/en/profile/2343183/1/Shine/
318,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
319,http://us.battle.net/sc2/en/profile/2735594/1/coLqxc/
320,http://eu.battle.net/sc2/en/profile/315813/1/dBlinG/
321,http://us.battle.net/sc2/en/profile/2331025/1/Scarlett/
322,http://us.battle.net/sc2/en/profile/2821952/1/KingkOng/
323,http://eu.battle.net/sc2/en/profile/2101268/1/Stephano/
324,http://xx.battle.net/sc2/en/profile/402/1/Dear/
325,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
326,http://eu.battle.net/sc2/en/profile/2898004/1/MMA/
327,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
328,http://eu.battle.net/sc2/en/profile/2910724/1/Lilbow/
329,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
330,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
331,http://us.battle.net/sc2/en/profile/558433/1/Illusion/
332,http://kr.battle.net/sc2/en/profile/2344333/1/Leenock/
333,http://us.battle.net/sc2/en/profile/4629528/1/IMNesTea/
334,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
335,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
336,http://us.battle.net/sc2/en/profile/1640778/1/Guitarcheese/
337,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
338,http://kr.battle.net/sc2/en/profile/2344031/1/Cure/
339,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
340,http://us.battle.net/sc2/en/profile/4669755/1/ByuL/
341,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
342,http://eu.battle.net/sc2/en/profile/2048063/1/AcerBly/
343,http://kr.battle.net/sc2/en/profile/2344476/1/Dark/
344,http://kr.battle.net/sc2/en/profile/2343484/1/herO/
345,http://us.battle.net/sc2/en/profile/558433/1/Illusion/
346,http://eu.battle.net/sc2/en/profile/326029/1/LiquidTLO/
347,http://kr.battle.net/sc2/en/profile/2342120/1/Soulkey/
348,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
349,http://kr.battle.net/sc2/en/profile/2344230/1/YongHwa/
350,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
351,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
352,http://kr.battle.net/sc2/en/profile/2342794/1/Shine/
353,http://us.battle.net/sc2/en/profile/5068246/1/yoeFWSlam/
354,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
355,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
356,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
357,http://eu.battle.net/sc2/en/profile/3971497/1/Genius/
358,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
359,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
360,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
361,http://kr.battle.net/sc2/en/profile/1106851/2/IlIlIlllIIll/
362,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
363,http://kr.battle.net/sc2/en/profile/2344728/1/Ryung/
364,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
365,http://kr.battle.net/sc2/en/profile/2334376/1/INnoVation/
366,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
367,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
368,http://kr.battle.net/sc2/en/profile/2343479/1/True/
369,http://kr.battle.net/sc2/en/profile/2344285/1/Stats/
370,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
371,http://eu.battle.net/sc2/en/profile/3311551/1/CMRevival/
372,http://kr.battle.net/sc2/en/profile/1126978/2/iGJim/
373,http://us.battle.net/sc2/en/profile/4408675/1/TheStC/
374,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
375,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
376,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
377,http://us.battle.net/sc2/en/profile/3301677/1/Revival/
378,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
379,http://kr.battle.net/sc2/en/profile/2343559/1/Trust/
380,http://eu.battle.net/sc2/en/profile/2115876/1/FireCake/
381,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
382,http://eu.battle.net/sc2/en/profile/3533538/1/Arthur/
383,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
384,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
385,http://eu.battle.net/sc2/en/profile/239335/1/NightEnD/
386,http://kr.battle.net/sc2/en/profile/2343531/1/DREAM/
387,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
388,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
389,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
390,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
391,http://kr.battle.net/sc2/en/profile/2334176/1/GuMiho/
392,http://xx.battle.net/sc2/en/profile/404/1/sOs/
393,http://eu.battle.net/sc2/en/profile/1021189/1/Dayshi/
394,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
395,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
396,http://kr.battle.net/sc2/en/profile/2343733/1/sOs/
397,http://eu.battle.net/sc2/en/profile/3886231/1/OzOz/
398,http://kr.battle.net/sc2/en/profile/2343484/1/herO/
399,http://us.battle.net/sc2/en/profile/3426440/1/PkDOz/
400,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
401,http://kr.battle.net/sc2/en/profile/2342785/1/FanTaSy/
402,http://kr.battle.net/sc2/en/profile/2344476/1/Dark/
403,http://kr.battle.net/sc2/en/profile/2344031/1/Cure/
404,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
405,http://us.battle.net/sc2/en/profile/4580578/1/ZooCourage/
406,http://kr.battle.net/sc2/en/profile/2343479/1/True/
407,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
408,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
409,http://kr.battle.net/sc2/en/profile/2341920/1/CoCa/
410,http://eu.battle.net/sc2/en/profile/349650/1/HasuObs/
411,http://eu.battle.net/sc2/en/profile/2639840/1/Miniraser/
412,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
413,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
414,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
415,http://kr.battle.net/sc2/en/profile/2344780/1/Sleep/
416,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
417,http://kr.battle.net/sc2/en/profile/2343484/1/herO/
418,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
419,http://eu.battle.net/sc2/en/profile/2898004/1/MMA/
420,http://us.battle.net/sc2/en/profile/4417787/1/HyuN/
421,http://kr.battle.net/sc2/en/profile/2334176/1/GuMiho/
422,http://xx.battle.net/sc2/en/profile/404/1/sOs/
423,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
